,SMALL LoVAR,ME1 VAR2,ME1 VAR3,ME1 VAR4,SMALL HiVAR,ME2 VAR1,ME2 VAR2,ME2 VAR3,ME2 VAR4,ME2 VAR5,ME3 VAR1,ME3 VAR2,ME3 VAR3,ME3 VAR4,ME3 VAR5,ME4 VAR1,ME4 VAR2,ME4 VAR3,ME4 VAR4,ME4 VAR5,BIG LoVAR,ME5 VAR2,ME5 VAR3,ME5 VAR4,BIG HiVAR
201303,1.3336,2.6942,4.1503,6.7221,23.184,0.7121,1.5933,2.6998,4.4502,11.6228,0.574,1.003,1.5267,2.5732,9.3099,0.4473,0.8168,1.2335,1.9612,5.8301,0.3215,0.5813,0.8225,1.2641,4.0528
201304,1.2879,2.7325,4.1928,6.8954,23.2872,0.6772,1.5694,2.5555,4.2759,11.7836,0.5044,0.9919,1.599,2.6052,8.0054,0.4316,0.7891,1.1968,1.8179,5.1487,0.3356,0.5903,0.8521,1.2578,3.6863
201305,1.3833,2.8798,4.2214,6.7706,23.3217,0.7477,1.6126,2.6712,4.4801,12.4145,0.4874,1.0148,1.5501,2.5073,8.3005,0.3954,0.7843,1.2429,2.1219,5.9855,0.3521,0.6069,0.8906,1.3582,3.2485
201306,1.3439,2.7111,4.1226,7.2843,30.5876,0.7267,1.4222,2.2961,3.8867,11.4254,0.5318,1.0071,1.5389,2.5945,8.4005,0.4286,0.7735,1.1767,1.9101,5.154,0.4183,0.6477,0.9697,1.4577,3.3164
201307,1.4411,2.7609,4.0981,7.0626,30.4012,0.8279,1.5306,2.4201,4.0839,12.7314,0.5934,0.9828,1.5313,2.7239,10.5786,0.49,0.8132,1.1948,1.887,5.6547,0.4178,0.6836,0.9588,1.4113,3.283
201308,1.3466,2.5557,3.8358,5.8895,21.2541,0.7112,1.3559,2.276,3.805,13.1126,0.5788,0.9397,1.5005,2.5828,10.5123,0.4792,0.7801,1.0815,1.6416,5.8216,0.3795,0.6507,0.8831,1.3551,3.5231
201309,1.3142,2.5372,3.8828,6.4193,25.9916,0.6911,1.4593,2.5688,4.2686,13.605,0.5621,0.9207,1.4564,2.3388,7.0905,0.4548,0.7355,1.0908,1.6959,5.6973,0.3828,0.5903,0.8578,1.1839,3.3223
201310,1.2188,2.2996,3.4901,5.8621,26.4017,0.6973,1.4249,2.3234,3.8363,13.1139,0.5625,0.8718,1.3684,2.336,7.0377,0.4577,0.7533,1.0771,1.6916,5.1279,0.345,0.5625,0.8148,1.1719,3.5082
201311,1.2009,2.5065,3.6419,5.8248,23.6864,0.7706,1.5254,2.3334,3.9708,12.184,0.5362,0.8563,1.199,1.9997,6.5475,0.4591,0.7439,1.1156,1.8975,5.5645,0.3356,0.6011,0.8414,1.1729,2.6478
201312,1.3125,2.7802,4.1464,6.7253,25.7698,0.7538,1.5684,2.7281,4.6508,13.2405,0.5282,0.8746,1.3798,2.146,6.9021,0.4405,0.7543,1.2112,1.9781,5.5573,0.3552,0.604,0.815,1.2419,2.6937
201401,1.4147,2.9589,4.3957,7.2764,41.1871,0.8099,1.5726,2.5538,4.7973,15.488,0.5176,0.8763,1.3785,2.3068,8.0593,0.4224,0.7295,1.2214,1.97,5.5866,0.3389,0.5706,0.8058,1.2651,2.9624
201402,1.3869,2.7834,3.9369,6.5836,33.9567,0.7682,1.5094,2.5384,4.6411,16.3008,0.5519,0.9453,1.4587,2.4469,7.8929,0.4435,0.7341,1.1456,1.7696,18.7733,0.3457,0.564,0.7892,1.2922,4.0001
201403,1.4117,2.8443,4.1638,6.7757,28.768,0.9508,1.8153,2.9577,4.6907,17.5409,0.6663,1.1581,1.8163,3.0391,12.6666,0.5017,0.8748,1.3038,2.0228,22.694,0.3723,0.6598,0.9115,1.391,4.1007
201404,1.333,2.7588,4.3174,6.796,27.0473,0.9869,2.002,3.1803,4.8676,16.9166,0.6632,1.1951,1.8551,3.0092,13.0146,0.5176,0.8993,1.3314,2.0137,20.6172,0.4212,0.6804,0.9193,1.4078,3.5365
201405,1.2884,2.7832,4.3129,7.0441,21.4184,1.0168,2.0311,3.1234,4.6095,15.3858,0.6398,1.0946,1.7413,2.8899,13.5438,0.5125,0.8713,1.3081,1.9832,5.1306,0.4111,0.6341,0.8926,1.3165,3.2146
201406,1.3597,2.7997,4.4199,7.4926,23.4567,0.8058,1.5094,2.479,4.1937,12.1305,0.6116,1.0061,1.5811,2.4923,8.0201,0.4485,0.8071,1.1322,1.7196,4.6774,0.3477,0.5833,0.8428,1.1841,2.7878
201407,1.2601,2.6127,4.2446,7.2147,36.2084,0.747,1.4662,2.3157,3.858,13.5402,0.5385,0.9341,1.4244,2.3299,16.3906,0.4095,0.7437,1.1071,1.7738,5.0955,0.3147,0.551,0.7821,1.1265,2.869
201408,1.0977,2.3601,4.0271,6.6196,34.1455,0.6592,1.3165,2.0932,3.4151,11.952,0.5047,0.8553,1.3407,2.3442,6.167,0.3689,0.67,1.0121,1.6951,19.5306,0.3058,0.496,0.7028,1.173,3.0367
201409,1.0468,2.2944,3.8284,6.5654,33.3694,0.6483,1.2948,2.1712,3.613,12.0289,0.491,0.8492,1.2863,2.377,6.4592,0.3549,0.6572,0.9694,1.6925,21.0105,0.3017,0.4668,0.6871,1.1064,3.2296
201410,1.0745,2.3568,3.8914,6.9647,24.0092,0.6205,1.2608,2.0554,3.6184,11.1688,0.4779,0.8085,1.2721,2.2383,7.7816,0.3554,0.6231,0.9374,1.5716,19.6245,0.3052,0.4693,0.6891,1.099,2.9416
201411,1.3061,2.7787,4.6684,8.1876,26.5355,0.7505,1.4756,2.4134,4.3936,13.8563,0.5819,0.997,1.481,2.6296,8.7736,0.387,0.7087,1.0622,1.7401,4.6988,0.3311,0.5564,0.8216,1.3107,2.9506
201412,1.401,3.2165,5.4348,9.6034,30.5026,0.827,1.7136,2.972,5.4338,16.0378,0.6167,1.089,1.709,3.0137,11.0471,0.4474,0.8398,1.2903,2.0908,6.1166,0.3938,0.6653,1.0186,1.573,3.2059
201501,1.6438,3.7769,6.0411,10.7143,36.7319,0.9762,1.9805,3.1194,5.605,18.8658,0.7244,1.2077,1.8943,3.3659,11.4139,0.4729,0.889,1.3973,2.2278,6.5794,0.4325,0.7179,1.0389,1.6974,3.5173
201502,1.6276,3.3381,5.4305,10.1329,32.9072,0.9324,1.74,2.8863,5.4279,19.0591,0.6486,1.1677,1.8574,3.3752,11.9298,0.4617,0.856,1.2326,2.1435,6.8324,0.4207,0.7137,1.0225,1.5787,3.8524
201503,1.5834,3.5777,5.5975,10.8576,37.7548,1.0944,2.1509,3.2659,5.3993,18.163,0.741,1.304,1.9954,3.5834,11.396,0.5538,1.0559,1.6077,2.5435,6.7248,0.4447,0.7405,1.067,1.6266,3.8299
201504,1.6498,3.8058,5.7574,10.6869,36.0283,1.0673,2.0418,3.247,5.7123,16.5656,0.7512,1.3614,2.0557,3.4522,9.8283,0.5516,1.0317,1.5783,2.4524,7.0038,0.4199,0.7283,1.0552,1.5656,3.5633
201505,1.4852,3.4775,5.4891,9.2496,30.492,0.9254,1.8043,2.9708,4.8938,13.5891,0.6454,1.2299,1.7768,3.0632,9.2968,0.4934,0.907,1.406,2.1675,5.4473,0.3886,0.6682,0.961,1.4175,3.4794
201506,1.3493,3.3106,5.5731,9.4967,31.0137,0.7388,1.46,2.4498,4.2714,12.8457,0.5481,0.9784,1.6138,2.7224,8.0883,0.4189,0.7576,1.1402,1.8518,4.849,0.3234,0.5194,0.7849,1.1764,3.4672
201507,1.1681,2.9173,5.1156,8.7138,31.0872,0.6611,1.3757,2.1977,3.9701,12.6015,0.4885,0.8722,1.4068,2.5528,7.4788,0.3686,0.6544,1.0515,1.6822,4.5361,0.2665,0.4878,0.6829,1.1006,3.1052
201508,1.2839,2.9982,5.2186,9.5729,44.1052,0.7876,1.455,2.3944,4.4106,15.0838,0.5505,0.936,1.459,2.4411,7.1596,0.4606,0.7774,1.1084,1.7896,5.6532,0.2868,0.5353,0.7433,1.1652,3.5224
201509,1.7559,4.0371,7.1641,13.9724,122.0391,0.9978,1.9626,3.2049,5.5023,19.1085,0.6326,1.1183,1.7956,3.0075,8.3778,0.5514,0.9203,1.3975,2.1939,6.8156,0.3486,0.6412,0.9172,1.5142,4.3568
201510,2.1085,5.0484,8.6104,16.0292,132.3874,1.102,2.0948,3.6645,6.3645,18.2765,0.7032,1.2323,2.1097,3.6721,10.0485,0.6129,1.0323,1.5046,2.2459,6.6182,0.4046,0.7198,1.0263,1.533,3.6661
201511,2.1954,4.9202,8.544,16.4439,125.0113,1.3724,2.4024,3.9651,6.8106,19.7032,0.8786,1.6024,2.4029,4.1506,12.2045,0.6468,1.093,1.6415,2.6947,7.5287,0.4647,0.8365,1.2346,1.9801,4.7642
201512,2.131,5.0788,9.2238,17.4121,71.2694,1.4356,2.7696,4.759,7.6172,22.1846,0.9407,1.7299,2.8175,4.9757,15.3891,0.686,1.1692,1.7399,2.9918,8.7581,0.4797,0.8989,1.2598,1.9126,4.6863
201601,2.0437,4.9535,9.2224,17.3595,73.0521,1.3257,2.8503,4.855,7.7979,23.3904,0.9362,1.7189,2.8375,4.9085,14.7219,0.6227,1.1971,1.7493,2.8042,8.7072,0.4427,0.8654,1.2254,1.9299,5.2843
201602,2.277,5.1302,9.7031,18.0348,57.2858,1.3659,2.8211,4.5618,8.2928,25.4814,1.0104,1.7408,2.7423,4.5837,12.0919,0.6322,1.1635,1.7852,2.7938,9.0128,0.4879,0.8603,1.2636,1.8785,5.9865
201603,2.5619,6.3939,10.9061,21.3619,123.0791,1.8034,3.5216,5.6403,9.6269,25.8709,1.2747,2.284,3.5765,6.1132,15.9204,0.9038,1.5595,2.3477,3.7845,11.631,0.6942,1.1514,1.5543,2.4026,6.0344
201604,2.5509,6.2862,11.6672,23.4441,195.1988,1.8336,3.7123,6.0098,9.7639,26.0926,1.345,2.3911,3.817,6.8075,19.5649,0.8562,1.5846,2.3914,3.962,11.4447,0.655,1.1006,1.5909,2.5444,6.0582
201605,2.1486,5.265,9.4226,17.9034,104.583,1.5386,3.3173,5.1862,8.6391,39.9427,1.0948,1.9348,3.1989,5.9057,17.9653,0.7026,1.2529,1.9866,3.2852,10.0563,0.5829,0.9597,1.3291,1.9924,5.433
201606,1.8801,4.5938,7.6138,14.5965,103.4583,1.1351,2.5558,3.9241,6.5007,51.4057,0.8518,1.5223,2.4391,3.849,12.6434,0.5739,0.9668,1.4058,2.2484,6.538,0.426,0.7388,1.0258,1.6017,4.3274
201607,1.6925,4.1481,6.7677,12.6164,89.8214,1.0349,2.3347,3.5979,5.849,18.402,0.751,1.4085,2.2395,3.8231,11.5354,0.5365,0.8941,1.2613,2.0931,7.6318,0.3848,0.7083,0.968,1.4973,4.0082
201608,1.4888,3.3218,5.658,10.7676,71.0249,0.9017,1.8537,2.9989,5.08,15.9226,0.6529,1.1935,2.033,3.4284,10.5384,0.5417,0.9148,1.308,2.1052,7.6188,0.3588,0.6117,0.8487,1.374,4.0022
201609,1.3798,3.1011,5.573,10.0261,41.1389,0.8587,1.8959,3.2046,5.3559,12.2661,0.6447,1.172,1.8234,3.2186,9.1719,0.4954,0.81,1.2193,2.025,6.7512,0.3164,0.5776,0.7764,1.2261,3.8951
201610,1.2566,2.9175,5.3364,9.5993,36.811,0.7446,1.7034,2.9222,5.0997,63.8794,0.5749,1.0931,1.7784,3.4665,12.0701,0.4674,0.8184,1.1708,1.8072,4.7503,0.3006,0.5256,0.7813,1.3089,3.3699
201611,1.1152,2.513,4.5773,8.4397,42.6011,0.762,1.6196,2.6623,4.5037,12.0979,0.5918,1.0881,1.5924,2.7692,9.2215,0.5085,0.863,1.177,1.8244,4.2823,0.3439,0.6314,0.8619,1.3863,3.5699
201612,1.6677,3.597,5.9375,10.547,45.3032,1.1531,2.1785,3.464,5.3597,15.413,0.8483,1.5449,2.3408,3.896,13.2439,0.7452,1.2784,1.749,2.5648,6.9636,0.5555,0.9246,1.2714,2.0541,4.9178
201701,1.9149,3.7174,6.0946,11.0154,39.023,1.2516,2.3123,3.6964,5.692,16.6211,0.8432,1.5914,2.3636,4.0157,14.6291,0.7335,1.2397,1.7967,2.6484,7.2196,0.5554,0.8782,1.2669,2.0057,4.7662
201702,1.8767,3.5821,6.0951,10.9614,46.7448,1.0939,2.0123,3.2168,5.339,16.4769,0.8124,1.4089,2.0371,3.5314,9.8723,0.6165,1.0845,1.5987,2.7727,10.1394,0.5489,0.8431,1.1609,1.8458,4.5143
201703,1.5054,3.0221,5.0278,8.5975,40.3596,1.0568,2.0839,3.1138,4.7294,15.9568,0.7033,1.2672,1.9397,3.0979,8.7138,0.5145,0.8953,1.3558,2.0927,6.4245,0.409,0.6344,0.8853,1.293,3.1067
201704,1.6223,3.5069,5.694,9.5826,40.6907,1.0235,1.9779,3.086,4.9885,14.2739,0.654,1.2073,1.7712,2.9742,8.8626,0.4818,0.8139,1.2187,1.9624,5.3535,0.3434,0.5729,0.7939,1.1473,2.9368
201705,1.5738,3.2949,5.5344,9.5617,29.4077,1.0091,1.9061,2.9513,4.679,18.0622,0.6266,1.1517,1.8853,3.2079,8.2322,0.444,0.795,1.15,1.8019,4.4507,0.2653,0.4653,0.682,1.0431,2.6751
201706,1.5628,3.3872,6.0063,10.8286,30.913,0.9524,1.9221,2.9751,4.8893,12.5164,0.7083,1.1867,1.7319,2.7413,12.4829,0.4356,0.7439,1.1579,1.7686,4.2423,0.2658,0.4615,0.6369,1.0489,3.0127
201707,1.5521,3.5527,6.4216,10.5376,29.4233,1.0119,1.8942,2.9447,5.1782,13.4017,0.6668,1.211,1.856,2.9018,13.1369,0.4867,0.8329,1.257,2.0064,5.2337,0.2615,0.4591,0.6909,1.11,2.7818
201708,1.4108,3.2758,5.907,9.6944,30.8223,0.8847,1.6513,2.7989,4.7481,12.9944,0.7032,1.1575,1.6247,2.5188,9.6434,0.4724,0.812,1.2167,2.0641,5.1201,0.266,0.4812,0.7407,1.1096,2.6521
201709,1.6015,3.9439,6.6318,11.1681,31.187,0.8779,1.8712,3.2721,5.4158,16.4321,0.6281,1.0692,1.6955,3.0312,9.1758,0.4552,0.7678,1.3267,2.2285,5.1404,0.281,0.4833,0.6975,1.0543,2.581
201710,1.4595,3.6901,6.5287,11.0828,32.8413,0.8853,1.8919,3.2669,5.4165,19.6644,0.6176,1.1399,1.7815,3.1183,10.9028,0.5155,0.867,1.3159,2.1774,5.7415,0.3036,0.509,0.7695,1.1886,2.5511
201711,1.5532,3.5278,6.1167,10.153,34.1005,0.8283,1.665,2.8557,4.7834,19.0172,0.5485,1.019,1.6487,2.626,9.2871,0.4858,0.8393,1.2605,2.0386,5.5827,0.3178,0.5584,0.7768,1.1977,2.5969
201712,1.7422,4.0653,6.829,11.2114,39.3805,1.0614,2.1573,3.2826,5.4167,20.0292,0.7235,1.3461,2.0178,3.1339,9.8005,0.5776,0.9807,1.4539,2.3476,6.9727,0.3922,0.6562,0.904,1.4056,3.1216
201801,1.5977,3.731,6.5968,10.9461,40.8264,1.0559,2.2211,3.3688,5.6305,16.8642,0.7279,1.2777,1.9134,3.1106,9.6724,0.5565,0.9053,1.3563,2.2058,7.2246,0.3858,0.6556,0.9114,1.438,3.0477
201802,1.6172,3.7683,6.9589,11.2274,46.8617,0.9247,1.7485,2.9959,5.1088,14.5319,0.7598,1.2908,1.9442,3.1866,16.4932,0.5638,0.921,1.3154,2.1441,8.6253,0.4124,0.6896,0.9733,1.3633,2.8532
201803,1.5867,3.874,6.5057,10.508,42.0322,1.1163,2.2188,3.2948,5.3293,13.8939,0.8157,1.5114,2.3065,3.5549,16.7396,0.6879,1.0985,1.5617,2.2945,6.394,0.5325,0.8648,1.1082,1.6341,3.2822
201804,1.8485,4.6364,6.8679,10.7951,38.1705,1.2275,2.2813,3.6133,5.9264,13.8274,0.8927,1.6413,2.4073,3.5019,9.5393,0.7753,1.1646,1.6741,2.5017,6.8409,0.5492,0.9507,1.2455,1.7657,3.4396
201805,1.7183,4.0317,6.1689,10.1835,31.2426,1.1064,2.227,3.5027,5.8596,14.2704,0.8499,1.6406,2.375,3.6471,10.6122,0.7082,1.1138,1.6603,2.4791,6.6978,0.5162,0.9019,1.2284,1.7098,3.4201
201806,1.4428,3.5054,5.91,10.1628,33.5423,0.8981,1.9575,3.4505,5.5935,14.4188,0.7698,1.3825,2.0877,3.3353,13.2851,0.6076,0.9815,1.525,2.4401,6.331,0.4887,0.7847,1.1885,1.678,3.5966
201807,1.3878,3.5011,5.74,9.5294,35.4664,0.883,1.903,3.4183,5.7771,15.6126,0.8226,1.4795,2.2149,3.4337,14.3167,0.6577,1.0225,1.5753,2.4659,7.1362,0.4843,0.856,1.1502,1.7704,3.7047
201808,1.3009,3.1052,5.0475,8.695,36.7878,0.9212,1.9523,3.1561,5.3069,15.883,0.7861,1.3656,2.0304,3.2155,12.4954,0.6369,1.0793,1.6111,2.3915,6.5466,0.5036,0.845,1.1399,1.7874,3.8902
201809,1.5229,3.6743,5.687,9.6801,37.0477,1.0064,2.2842,3.604,5.6729,18.3322,0.781,1.4449,2.1943,3.6694,9.6592,0.5992,1.0571,1.6439,2.6613,6.3328,0.5107,0.7544,1.0357,1.667,3.8509
201810,1.3965,3.6275,5.7966,10.1018,31.6519,0.9985,2.1738,3.596,5.5908,15.433,0.8173,1.4545,2.1679,3.8453,9.2355,0.6362,1.0682,1.649,2.6171,6.161,0.5451,0.7673,0.9804,1.4485,3.573
201811,1.7018,3.954,5.9765,10.0282,50.284,1.0727,2.3382,3.941,6.0057,16.159,0.8911,1.5171,2.2262,3.6227,8.2642,0.7607,1.2154,1.7922,2.7816,7.6672,0.5394,0.8722,1.2378,1.7794,4.2676
201812,2.258,5.2933,8.246,12.6241,51.7698,1.4129,2.9679,5.1316,7.689,17.6062,1.1089,2.0158,3.0783,4.7937,10.2351,0.9865,1.6481,2.3141,3.4865,8.9705,0.7356,1.1123,1.5631,2.249,5.7255
