,SMALL LoVAR,ME1 VAR2,ME1 VAR3,ME1 VAR4,SMALL HiVAR,ME2 VAR1,ME2 VAR2,ME2 VAR3,ME2 VAR4,ME2 VAR5,ME3 VAR1,ME3 VAR2,ME3 VAR3,ME3 VAR4,ME3 VAR5,ME4 VAR1,ME4 VAR2,ME4 VAR3,ME4 VAR4,ME4 VAR5,BIG LoVAR,ME5 VAR2,ME5 VAR3,ME5 VAR4,BIG HiVAR
196706,1.348,3.0366,5.5219,8.4624,18.3385,1.3812,2.8605,4.3928,6.3567,11.9409,1.076,2.0848,3.2532,4.8687,8.6444,0.9622,1.7449,2.4842,3.9925,8.0335,0.8539,1.4485,1.9239,2.509,4.3253
196707,1.3665,3.1169,5.0535,8.2529,19.2933,1.4317,2.9331,4.6867,6.8892,12.2387,1.0796,2.1035,3.3442,5.1597,9.9307,0.9129,1.8527,2.8595,4.1932,7.6617,0.9428,1.4681,2.0848,2.6862,4.4214
196708,1.4457,3.3415,5.4361,8.7726,20.8861,1.6514,3.1352,5.0055,7.1329,12.8047,1.1307,2.1889,3.2732,5.0792,9.5558,1.0152,1.8854,2.8123,4.22,7.8019,1.0696,1.6181,2.0839,2.8353,4.3914
196709,1.5,3.2563,5.1202,7.7928,19.631,1.4817,2.884,4.02,5.4995,10.6878,1.0418,2.0066,3.0356,4.3905,8.1413,0.9407,1.7724,2.4722,3.571,6.848,0.8936,1.3443,1.7253,2.3936,3.7748
196710,1.5793,3.4224,5.028,7.4218,18.1533,1.2682,2.8436,3.9614,5.4749,11.1995,1.0053,2.0869,3.1392,4.432,8.6968,0.9247,1.6297,2.3657,3.5153,6.9769,0.8772,1.2214,1.8027,2.4586,4.0006
196711,1.3976,3.1391,4.7667,6.9057,18.0666,1.1209,2.425,3.7304,5.058,10.2294,0.9713,1.9569,2.833,4.129,8.4692,0.8986,1.6432,2.4342,3.6938,7.2082,0.8348,1.189,1.5663,2.3104,4.0131
196712,1.7534,3.5809,5.2059,7.9322,18.7005,1.3237,2.5601,4.0247,5.9145,12.7396,1.089,2.3258,3.392,4.8897,9.9206,1.0372,1.9168,2.888,4.3244,8.1076,0.9346,1.4413,2.03,2.7929,5.1336
196801,1.6091,3.4853,5.8443,8.609,18.2741,1.318,2.564,4.0073,6.1818,13.153,1.3367,2.6541,3.9633,5.6261,11.3105,1.213,2.2035,3.224,4.7968,9.2869,0.8907,1.4794,2.2837,3.0916,5.5504
196802,1.9505,3.9714,6.2557,9.1207,18.6875,1.6941,3.1711,4.6599,6.5649,13.9688,1.4556,2.6467,3.9296,5.4865,11.3381,1.4063,2.2079,3.364,5.0679,9.6674,1.0538,1.6864,2.3618,3.1211,5.5945
196803,1.9839,4.003,5.9219,8.8185,18.4554,1.6629,3.0329,4.5927,6.5636,13.2255,1.3656,2.4962,3.6259,5.2997,12.0495,1.3273,2.1169,3.1508,4.6522,9.4449,1.0388,1.6827,2.2333,2.8424,5.3336
196804,1.7674,3.6456,5.416,7.9697,16.3303,1.5923,2.9548,4.2865,6.4377,13.3774,1.3229,2.42,3.6689,5.4141,11.8683,1.2442,2.1133,3.2869,4.8978,9.8356,1.002,1.5665,2.1618,3.0579,6.1147
196805,1.942,3.9496,6.0866,8.8497,17.4944,1.5577,2.9843,4.7942,7.0951,13.7668,1.4566,2.8224,4.1498,5.9819,12.644,1.3997,2.4282,3.6772,5.5418,11.7812,1.0279,1.9017,2.634,3.676,6.5862
196806,2.0406,4.0665,6.0762,8.6028,17.3534,1.5846,3.1806,4.819,6.7646,13.1205,1.5414,2.7516,3.9034,5.7596,11.2546,1.3718,2.3721,3.7605,5.3245,9.8246,1.0419,1.7874,2.4765,3.4105,6.0209
196807,2.4294,4.6855,7.0445,9.4399,18.3591,1.7255,3.3116,4.8772,6.8034,12.8675,1.656,2.9354,4.1801,5.7565,10.7072,1.5245,2.6581,3.6729,5.0862,9.9297,1.1185,1.829,2.4805,3.4378,5.983
196808,2.3015,5.0499,7.2137,9.418,18.1707,1.7293,3.2334,4.8198,6.7324,13.3072,1.5282,2.82,3.996,5.6484,10.7647,1.5269,2.5648,3.4683,4.9226,9.081,1.0757,1.6903,2.3599,3.1145,6.4867
196809,2.1454,4.5256,6.7177,9.132,17.3883,1.635,3.1573,4.4825,6.6746,12.3876,1.493,2.7127,3.8744,5.3857,10.9029,1.4554,2.49,3.401,4.8047,8.2545,1.0996,1.7411,2.3732,3.1841,6.3658
196810,2.0707,4.2679,6.3476,8.2922,15.9366,1.6124,3.0669,4.1818,6.0614,12.0141,1.4208,2.6522,3.7468,5.1902,10.4204,1.4556,2.383,3.3916,4.6697,7.928,1.0826,1.6723,2.2903,3.2424,6.5355
196811,1.9759,3.8759,5.6795,7.8827,15.0038,1.504,2.9478,4.0779,5.7236,10.6946,1.3175,2.6347,3.6108,4.8689,9.455,1.2614,2.2093,3.2117,4.3275,7.586,1.0848,1.5867,2.1699,2.9838,5.5888
196812,1.8992,3.7628,5.3549,7.1732,13.9206,1.5379,2.9623,4.0039,5.469,10.6067,1.4599,2.5206,3.6295,4.7817,8.9928,1.2882,2.0548,3.0056,4.0372,7.0034,1.0191,1.5122,2.0119,2.8214,5.3589
196901,2.1295,3.9006,5.4044,7.1347,13.8174,1.6087,2.8987,3.9753,5.5685,11.207,1.4923,2.6361,3.667,4.8737,8.9659,1.4537,2.176,3.0866,4.1313,7.5593,1.133,1.6682,2.1725,2.8585,5.5016
196902,1.9815,3.5415,4.9146,6.8315,14.0006,1.5102,2.9301,3.9937,5.5645,11.2534,1.3814,2.4631,3.5185,4.6677,9.0861,1.4939,2.1647,2.9359,3.9539,6.3121,1.1009,1.5684,2.0945,2.8564,5.2084
196903,2.05,3.568,4.8628,6.6526,13.6011,1.3646,2.7168,3.8508,5.2822,10.8308,1.2936,2.285,3.3548,4.2291,8.8254,1.3042,2.109,2.8123,3.6686,6.2468,1.0244,1.4679,1.9629,2.6628,4.9864
196904,1.7496,3.1185,4.2691,6.2,12.2754,1.3672,2.5565,3.6838,4.9038,9.8526,1.184,2.1448,3.0887,4.1934,7.7505,1.2479,2.0274,2.7154,3.6029,6.7266,0.9626,1.4365,1.9512,2.5395,4.5325
196905,1.5708,3.0313,4.4884,6.4088,12.2788,1.256,2.4669,3.5932,5.065,10.292,1.1119,1.9615,2.9694,4.1526,7.9422,1.0449,1.9465,2.6258,3.682,7.0034,0.8936,1.5497,1.9734,2.5548,4.2445
196906,1.4327,3.0017,4.5474,6.5811,13.2056,1.214,2.3152,3.4011,4.8479,10.7061,1.0965,2.0179,2.8225,4.0289,8.0502,1.0103,1.771,2.5373,3.5196,6.9848,0.843,1.4468,1.9041,2.5089,4.1551
196907,1.5597,3.2367,4.9039,6.8243,13.2382,1.3407,2.5503,3.6512,5.1642,11.7883,1.1784,2.059,2.8869,4.3446,8.7838,1.0557,1.8882,2.7809,3.8305,7.2375,0.9246,1.4695,1.9351,2.5893,4.6703
196908,1.8739,3.8564,5.7437,7.9978,15.8294,1.4879,2.8335,4.3545,6.1733,14.0221,1.2809,2.3162,3.3989,5.2933,11.2047,1.3745,2.2124,3.1397,4.5686,8.55,0.9919,1.6892,2.2631,3.2501,5.8874
196909,1.9897,4.2156,6.3092,8.7565,16.7689,1.65,3.1389,4.7808,7.2839,14.6865,1.4236,2.6372,4.0068,5.9885,12.4186,1.4775,2.6117,3.6457,5.3259,10.4693,1.1189,1.8703,2.6202,3.707,6.6501
196910,1.9078,4.1823,6.4254,8.9853,17.6776,1.3971,3.1334,4.9128,7.1654,14.8335,1.4525,2.539,4.0493,6.4932,13.1079,1.3141,2.5377,3.4406,4.8976,9.8826,1.1579,1.9012,2.66,3.7377,6.8668
196911,1.8484,3.9558,5.9175,8.361,16.1519,1.7167,3.1665,4.5402,6.5969,13.4691,1.4236,2.4062,3.6582,5.6434,10.8895,1.3669,2.3097,3.1677,4.5587,8.1312,1.1058,1.8347,2.44,3.2858,5.8662
196912,2.0146,4.2073,6.0665,8.4887,16.1896,1.8044,3.2921,4.7399,6.6558,13.0819,1.4178,2.3548,3.5236,5.4396,10.9801,1.4103,2.2326,3.1125,4.3601,7.7795,1.1584,1.8698,2.4653,3.3043,5.7424
197001,2.2326,4.6698,7.131,9.6922,18.1237,2.0418,3.6075,5.3196,7.8967,15.314,1.5198,2.6525,3.6835,5.4395,11.341,1.5257,2.4662,3.3931,4.6039,8.3242,1.1909,1.9236,2.5614,3.4043,6.022
197002,2.3059,4.8834,7.3324,9.8084,18.367,1.9953,3.6632,5.3492,7.9569,15.0595,1.496,2.5124,3.6401,5.5076,11.0558,1.5332,2.5267,3.4467,4.7432,8.4675,1.2277,1.8173,2.5339,3.3401,5.5053
197003,2.3092,4.8999,7.3755,10.6011,19.8347,1.8374,3.6264,5.4996,8.6372,16.3768,1.6997,3.0273,4.3516,6.355,12.4686,1.81,2.8572,3.9209,5.3214,9.4062,1.4004,2.0927,2.8911,3.9988,7.2444
197004,2.1268,4.3597,6.3638,9.0196,17.0004,1.6845,3.3965,5.1316,7.6485,14.3418,1.4979,2.8322,4.1004,5.8958,11.2617,1.6743,2.7622,3.7419,5.1508,8.8496,1.2711,2.0652,2.7661,3.847,6.8063
197005,2.1082,4.5953,6.8992,9.6768,18.61,1.9241,3.6841,5.5973,8.3143,16.2489,1.5678,2.9379,4.3161,6.7902,13.4143,1.638,2.8162,3.8422,5.7379,10.0803,1.2475,1.9513,2.7339,3.8321,6.3917
197006,3.3088,7.4377,11.3574,17.2545,32.3463,2.6801,5.8052,9.3976,14.2522,27.2133,2.2118,4.497,7.2388,11.4533,23.5106,2.2704,4.0154,5.8854,8.9536,16.0638,1.7755,2.9858,4.2042,5.8788,10.6965
197007,3.9537,8.9843,13.7288,21.4797,37.7102,3.4203,6.8751,11.4359,17.0573,33.9441,2.3873,4.9532,8.1706,13.0375,26.8016,2.5673,4.5983,7.1116,10.6804,19.4903,2.0819,3.4032,4.8943,6.6025,11.8213
197008,3.9293,8.9934,13.2703,20.8993,38.7384,3.843,7.6781,12.2584,17.5236,33.6131,2.7266,5.152,8.0769,13.2762,26.2503,2.7003,4.8146,7.434,10.5506,17.991,2.3798,3.7851,5.1279,7.3187,12.46
197009,2.9673,6.5509,9.5519,14.403,27.1498,2.678,5.4971,8.1239,12.1189,23.4266,1.9728,3.7285,5.4365,8.8572,16.5148,1.8262,3.1546,4.7477,7.2269,13.5266,1.6818,2.4895,3.5683,4.8746,8.5906
197010,2.826,6.3341,9.9182,15.528,29.9892,2.4834,4.9819,7.7065,11.9243,24.8625,1.8666,3.3554,5.4088,8.8583,17.49,1.6906,2.9798,4.2543,6.4537,12.9272,1.5514,2.2336,3.0648,4.3426,8.1254
197011,3.1383,6.5604,10.0704,14.9879,28.1389,2.1822,4.3578,7.2237,11.5636,22.5469,1.7611,3.2533,5.0344,8.2433,16.3832,1.4337,2.4836,3.6376,5.1098,11.3357,1.1413,1.8937,2.7632,3.7545,7.1069
197012,2.8674,6.6338,9.9729,13.9386,24.6335,2.0213,3.9595,6.4833,9.788,18.2102,1.6321,2.9426,4.5766,7.084,15.817,1.429,2.3168,3.2335,4.5771,9.2438,1.0873,1.6281,2.1796,3.1698,6.2751
197101,2.9742,6.3175,9.0046,12.4122,22.4242,1.9902,3.6441,5.6757,8.3998,14.9613,1.5264,2.6864,4.2136,6.331,12.715,1.3865,2.1442,3.039,4.2656,7.8023,0.9814,1.4109,1.9622,2.6519,4.8584
197102,2.9297,6.048,8.9432,13.0129,23.579,2.2169,3.9848,6.0258,8.8299,15.8799,1.579,2.8233,4.2534,6.5705,11.9403,1.3158,2.1454,2.8913,4.0637,7.1809,1.1136,1.5558,2.0672,2.7415,5.2589
197103,2.9015,5.8236,8.9188,13.0013,24.5841,1.9877,3.8252,5.8059,8.1875,15.2501,1.5455,2.6884,4.2817,6.5435,11.6069,1.3615,2.0833,2.7681,3.8277,6.8213,0.9456,1.474,2.0044,2.7434,4.8962
197104,2.7584,5.7002,8.2991,11.498,21.7223,1.651,3.4293,5.094,7.1291,13.2586,1.4587,2.5111,3.6802,6.0643,11.088,1.292,1.9294,2.5813,3.7071,6.5662,0.8935,1.4151,1.9768,2.535,4.6083
197105,2.2516,4.876,7.0788,9.9526,18.6882,1.4989,3.0281,4.5792,6.8356,12.4465,1.4245,2.2569,3.4386,5.3431,9.8916,1.1711,1.8159,2.531,3.4789,6.616,0.86,1.378,1.811,2.4832,4.6132
197106,1.9501,4.2007,6.1752,8.5281,15.8908,1.3567,2.7033,4.0171,5.6378,10.301,1.3062,2.2054,3.0878,4.7041,9.0854,1.141,1.7795,2.4949,3.3888,6.322,0.829,1.4013,1.8305,2.4189,4.646
197107,1.8051,4.1248,5.9308,8.3747,15.7894,1.35,2.6455,3.8776,5.4506,10.0371,1.278,2.1918,3.1174,4.8432,8.6826,1.155,1.8512,2.5837,3.5823,6.5735,0.9171,1.4433,1.8776,2.4503,4.7402
197108,1.6789,3.8379,5.7754,7.8034,14.4806,1.3648,2.6464,4.0283,5.4668,9.8484,1.1659,2.124,2.962,4.4167,7.9811,1.0453,1.7779,2.38,3.2481,5.8665,0.8367,1.3249,1.837,2.3986,4.1931
197109,2.2824,5.1088,7.6253,10.0792,18.0307,1.549,3.1923,4.8339,6.973,11.9555,1.4312,2.721,3.9786,6.1322,10.9187,1.2099,2.2366,3.0423,4.1401,7.9355,1.0789,1.796,2.3442,3.2382,5.2254
197110,2.3711,5.1237,7.2582,9.7454,17.814,1.3974,3.0616,4.7233,6.8632,12.9529,1.341,2.513,3.7164,5.5435,10.5463,1.1514,2.1106,2.9446,3.9935,7.562,0.9741,1.7007,2.1657,3.019,4.9709
197111,2.318,5.0867,7.4153,10.0296,19.601,1.3543,2.8408,4.3641,6.6215,12.924,1.2869,2.3398,3.7234,5.5396,10.5431,1.168,2.122,2.9125,4.0887,7.8911,0.9926,1.6848,2.1087,2.8366,4.7057
197112,2.0738,4.3498,6.5801,9.2549,17.9382,1.2339,2.5965,3.9972,6.1991,12.8634,1.0899,2.1206,3.2166,5.4488,10.9363,1.1151,1.9271,2.7414,4.0412,7.8784,0.9875,1.3751,1.8957,2.796,5.1319
197201,2.4395,5.1405,7.9335,11.5667,22.7003,1.4615,2.9763,4.8657,7.3074,13.1934,1.2749,2.4632,4.0241,6.6875,13.0823,1.2594,2.219,3.2146,4.7315,8.735,1.0867,1.8138,2.2977,3.3069,6.2088
197202,2.487,5.4468,7.9622,12.1044,25.0181,1.5787,3.2263,5.0283,7.3985,13.7602,1.293,2.3684,3.8268,6.263,12.2677,1.2285,2.1293,3.0581,4.2361,8.6048,1.0569,1.7324,2.1501,3.1614,5.9559
197203,2.4297,4.8105,6.7495,10.4168,23.1898,1.5652,2.9832,4.5181,6.257,12.1262,1.1893,2.1399,3.1506,5.0717,10.1973,1.1165,1.8096,2.4835,3.4107,6.8743,0.9463,1.4709,1.8495,2.5717,4.807
197204,2.1725,4.1208,5.8563,8.9936,18.678,1.3146,2.571,3.8565,5.6033,10.4856,1.1178,2.0642,3.0838,4.9849,10.0008,1.086,1.7236,2.3479,3.2344,6.1608,0.8681,1.342,1.7742,2.2143,4.1671
197205,1.8855,3.7998,5.6396,7.9177,16.1747,1.2099,2.4541,3.7464,5.5005,10.8126,1.0787,2.0658,3.0309,4.6429,8.4011,1.0969,1.6878,2.2823,3.2165,6.4589,0.7429,1.2678,1.7659,2.2199,3.789
197206,1.784,3.4423,5.0802,7.2394,14.6535,1.1347,2.3864,3.7349,5.3346,10.1407,1.0481,2.0509,3.0427,4.5164,8.0221,1.0313,1.6856,2.2922,3.2531,6.4829,0.7651,1.2921,1.6979,2.2685,3.9541
197207,1.5794,3.2297,4.7808,6.704,13.8846,1.1576,2.3151,3.772,5.1262,10.397,1.0551,1.9045,2.7278,3.9596,7.5913,0.8938,1.5801,2.1979,3.2083,6.0695,0.7513,1.1941,1.5638,2.2823,4.1697
197208,1.5761,3.3023,4.8537,6.9008,15.1151,1.1202,2.2308,3.6251,5.1524,10.4612,1.0122,1.823,2.8705,4.137,9.223,0.9069,1.5875,2.2066,3.3064,6.5765,0.7713,1.2336,1.7304,2.2678,5.1354
197209,1.4677,3.4006,5.2336,7.6608,16.1026,1.0997,2.2854,3.7499,5.5931,11.6184,0.9757,1.7218,2.743,4.3279,9.2705,0.9537,1.6866,2.3781,3.5303,7.3814,0.8432,1.3658,1.9917,2.5232,5.3955
197210,1.4894,3.2731,5.1401,7.379,15.5697,1.1048,2.263,3.5494,5.1845,11.0382,0.9913,1.8502,2.7953,4.3191,8.8268,0.8899,1.5518,2.2215,3.4818,7.3803,0.8434,1.4279,1.8696,2.5717,5.4306
197211,1.5597,3.3324,5.0604,7.4338,15.9513,1.1536,2.3148,3.3796,5.0532,9.7169,0.9854,1.8628,2.8729,4.2901,8.2644,0.8546,1.4797,2.1636,3.2808,7.0728,0.8522,1.2903,1.7302,2.2902,4.2566
197212,1.7388,3.585,5.5126,8.1071,18.0427,1.2959,2.5606,3.8002,5.6781,11.2947,1.0969,2.0949,3.1468,4.6208,9.5146,0.9451,1.598,2.4364,3.5676,7.937,0.8989,1.4086,1.7548,2.4482,4.5362
197301,1.8724,3.8835,5.8507,9.0234,19.8491,1.4718,2.7291,4.1368,6.4492,12.782,1.162,2.1935,3.2722,4.7525,9.9826,0.9732,1.6679,2.3577,3.4166,8.1083,0.9072,1.4648,1.761,2.5062,4.5361
197302,2.2216,4.4267,6.5399,9.3704,20.0381,1.53,2.9839,4.5842,6.675,15.1864,1.1662,2.3273,3.6687,5.3003,10.0649,1.0976,1.8753,2.7352,3.8314,7.7527,0.9846,1.4843,1.9899,2.6019,4.3973
197303,2.1581,4.5486,6.5061,9.1367,19.6029,1.5649,3.0244,4.555,6.4265,14.9542,1.1908,2.4517,3.7261,5.5055,11.7663,1.0404,1.8641,2.7602,3.9894,7.9826,1.008,1.5493,2.0872,2.8046,4.5652
197304,1.7229,4.2025,6.2933,9.3374,20.6966,1.2349,3.1644,4.825,7.3296,17.1052,0.9434,2.47,3.9993,5.7417,12.8068,1.0194,1.9755,3.2217,4.816,9.4654,1.1003,1.8224,2.4386,3.1919,5.4139
197305,1.7591,4.7508,7.3715,10.518,22.1198,1.2831,3.3755,5.356,7.9389,17.6111,0.9499,2.6619,4.2917,6.5385,14.0355,1.046,2.072,3.3856,5.6451,11.2163,1.0815,1.8966,2.5907,3.4862,6.3564
197306,2.2407,6.1831,9.5439,13.9872,29.9106,1.4498,4.2109,6.8012,10.3618,20.9184,1.0623,3.104,5.1243,7.6091,15.8067,1.1971,2.5857,4.1576,7.3125,14.2996,1.1731,2.0917,2.9852,3.9619,6.9289
197307,2.3607,6.6585,10.0208,14.4083,31.0552,1.4961,4.4931,7.7195,11.7901,23.2402,1.1311,3.4761,5.6268,8.9019,18.3141,1.1812,2.7339,4.8805,7.7177,15.6111,1.1169,2.1081,3.2426,4.5295,8.0554
197308,2.5186,7.1017,11.1713,17.0113,35.1229,1.4867,4.8911,8.3186,12.8242,24.2142,1.3052,4.1292,6.8858,10.9112,22.8685,1.2064,2.9616,5.1186,8.4156,16.1786,1.122,2.3994,3.5769,5.2902,8.4013
197309,2.2228,6.2944,9.7132,14.6044,30.5984,1.291,3.9855,6.589,10.4123,21.9834,1.1621,3.4931,6.1296,9.2633,17.3535,1.2182,2.6341,4.3702,6.79,13.3585,1.1357,2.0117,2.9655,4.3156,7.3715
197310,2.2065,6.2829,9.9317,14.5281,29.5013,1.4023,4.251,7.146,11.0647,22.5152,1.3958,3.6632,5.8104,9.1937,17.3987,1.4676,2.9059,4.376,6.5531,12.5775,1.3538,2.2117,2.9755,3.9333,7.1467
197311,2.1745,6.0966,9.6251,13.8383,28.0382,1.5055,4.4288,6.9825,10.1697,21.7721,1.3966,3.5459,5.4434,8.1842,16.8738,1.4603,2.8091,4.1845,6.2623,11.0301,1.2648,2.2552,3.0619,4.1405,6.5701
197312,2.9684,8.5127,12.8809,18.5163,35.6868,2.2993,6.2206,9.4049,13.4262,27.7113,1.8794,4.9432,7.7512,11.4262,21.164,2.0477,4.0966,6.1596,9.0771,16.1142,1.6318,2.9463,4.0272,5.4017,8.5271
197401,3.9597,10.3714,15.5784,22.1635,45.2565,2.7682,7.626,11.4718,16.3436,29.9452,2.2917,5.7098,9.3304,13.5949,25.2535,2.7579,5.5617,8.4987,12.0129,21.7903,2.1746,3.898,5.2312,7.4104,11.6753
197402,4.8232,12.417,18.8139,27.0708,55.3062,3.349,8.8439,12.7444,18.443,34.4667,2.7889,6.7283,10.6319,16.0129,29.9125,3.3394,6.71,9.6653,13.9929,24.5524,2.5346,4.2778,5.9808,7.9748,12.3767
197403,3.8249,10.2998,16.2122,23.6865,51.2009,2.8204,7.3692,10.7657,15.1628,29.2334,2.2319,5.6016,8.7042,13.2436,25.1798,2.5343,5.3633,7.681,11.1629,20.7598,1.8413,3.5099,5.1823,7.1349,11.499
197404,2.7333,7.4122,11.0291,16.3993,36.4766,1.8134,4.7777,7.2616,10.4149,22.3995,1.5383,3.5883,5.5626,8.6189,17.2276,1.55,3.6213,5.3535,8.0093,15.0777,1.1366,2.5209,3.5943,4.7708,8.6083
197405,2.2578,5.9905,9.1589,13.1191,29.1195,1.5711,4.1593,6.2921,9.0539,18.6337,1.4177,3.212,4.7845,7.258,14.4537,1.4452,2.9809,4.4574,6.6791,11.8455,1.3716,2.2731,2.9986,4.0604,7.3656
197406,2.3716,5.8632,8.7654,12.6594,29.0651,1.7095,4.021,6.1389,8.793,17.667,1.5188,3.0915,4.5776,6.9016,13.0066,1.731,3.1311,4.4578,6.5242,11.3116,1.501,2.4288,3.1478,4.2908,7.7703
197407,2.4995,6.2411,9.455,14.562,33.2009,1.841,4.334,6.3868,9.4532,17.6959,1.7667,3.4605,5.4051,7.7274,13.9508,2.0044,3.5618,4.9182,7.2217,13.8329,1.6583,2.5625,3.4911,4.764,8.5254
197408,2.9485,7.7981,12.0789,18.4559,38.9842,2.0405,5.2505,7.676,11.8052,23.4166,2.2423,4.4472,6.3489,9.0992,18.1591,2.368,4.0351,5.6528,8.6502,18.9885,2.2038,3.4849,4.4337,6.0271,11.743
197409,3.3221,8.7932,13.3228,20.0058,40.9871,2.1502,5.2039,8.2663,13.129,26.7637,2.2338,4.7915,6.9189,10.4769,20.2141,2.5398,4.289,6.216,9.4208,18.6275,2.3607,3.916,5.0872,6.7147,12.416
197410,4.266,11.61,17.7719,26.2255,54.0536,2.7064,6.5265,10.2847,16.2941,34.2495,2.7016,5.7372,8.5941,13.2747,26.6921,3.4093,5.4928,8.2622,12.4825,23.4777,3.1118,5.2259,6.7715,8.7175,14.6587
197411,4.406,12.2579,19.5706,29.2952,63.4363,3.2763,7.7262,11.6568,18.3205,38.6606,3.1744,6.5968,9.912,15.5156,28.2931,4.0366,6.4947,9.5813,13.9019,25.3071,3.8534,6.6455,8.739,11.6206,18.2788
197412,4.4478,11.7832,19.0099,29.6853,63.8043,3.1172,7.8445,11.8138,19.2041,41.3389,2.9765,6.6681,9.7456,15.0591,29.8563,3.6321,6.2575,9.7609,13.5506,23.489,3.7836,6.2444,8.0203,10.9557,16.9106
197501,4.8476,12.5801,19.1478,29.9148,70.6925,3.1808,7.4866,11.1226,16.7135,35.3737,2.5996,6.3237,9.4079,13.5538,26.6906,3.1939,5.4332,8.1937,11.8578,19.9154,3.1626,5.3775,7.244,9.6664,14.7612
197502,5.495,13.9275,21.7146,34.7123,85.4459,3.3885,8.0345,12.3286,18.1472,36.6972,3.206,6.6247,9.4491,13.2308,25.6159,3.1104,5.2682,7.7049,11.1202,17.9346,2.6352,4.3447,5.5221,7.419,13.0917
197503,5.6556,13.8439,21.5625,34.7911,83.3961,3.3465,7.8572,11.8184,17.6275,37.5828,3.0452,6.6145,9.2853,13.1517,26.6039,3.1389,5.0143,7.2866,10.3798,18.1159,2.205,3.9539,5.2806,6.9264,11.774
197504,4.37,11.6634,18.9601,30.4375,66.6913,3.0313,7.2842,11.3424,17.0116,34.7186,2.6281,5.4883,8.1673,11.8621,24.5612,2.7965,4.6366,6.5489,9.745,17.3637,2.0443,3.4851,4.761,5.976,10.4648
197505,3.4999,9.4916,14.857,24.1783,51.7624,2.1755,5.7148,9.0956,13.1782,27.233,2.1007,4.6804,7.0107,10.6313,20.723,2.1389,3.8311,5.752,8.32,14.7799,1.6939,3.1226,4.0674,5.3396,8.5186
197506,2.8323,8.1534,12.8681,20.2356,44.4658,2.0352,5.5862,9.1584,12.5886,22.8162,1.9439,4.324,6.4903,9.8557,20.676,1.8775,3.5669,5.1631,7.2237,12.9054,1.6908,2.7211,3.6793,4.9224,7.6889
197507,2.6702,7.3154,11.1862,16.9806,39.3242,2.2419,5.8153,8.5271,11.5605,21.175,1.7071,4.0559,6.1839,9.3242,17.4443,1.8519,3.3194,4.7216,6.7151,12.0878,1.458,2.5526,3.5038,4.6613,7.2454
197508,2.4156,6.7907,10.855,17.0441,38.4211,2.1453,5.4844,7.844,10.7577,19.8669,1.5526,3.6322,5.7668,8.5119,16.9911,1.7093,3.0323,4.3543,6.072,11.0203,1.3777,2.2275,2.8622,3.8368,5.9417
197509,2.389,6.7984,10.7143,15.5149,32.8297,2.0225,5.0321,7.5697,10.5617,19.5412,1.3914,3.3342,5.4689,7.8535,14.0753,1.6362,2.9448,4.1315,5.7536,10.4865,1.3543,2.1992,2.8167,3.7811,5.8437
197510,2.3014,6.2648,9.6749,14.1574,30.1353,1.7474,4.4019,6.729,9.7975,17.3863,1.2983,3.1809,5.1151,7.857,14.2703,1.5615,2.7921,4.0942,5.9333,10.0286,1.2557,2.2576,3.0669,4.0016,6.4818
197511,2.1884,5.9025,8.654,12.9855,29.6457,1.5585,4.0845,6.4887,9.2005,16.6077,1.3758,3.172,4.9271,7.4051,13.723,1.4802,2.7185,3.9089,5.6981,9.8288,1.3015,2.2762,3.1322,4.5075,7.1678
197512,2.2138,5.9562,9.1174,13.5576,33.0875,1.5659,4.0442,6.3507,9.1301,16.3866,1.2196,2.8306,4.5327,6.8023,13.1229,1.4825,2.6996,3.9457,5.5044,9.0744,1.1729,2.1874,2.9052,3.9414,6.1434
197601,2.2348,5.8947,8.9591,14.4557,37.3356,1.4413,3.9905,6.201,8.7262,16.0353,1.3612,2.8862,4.3244,6.5426,12.2039,1.4459,2.6491,3.6788,4.9726,8.2234,1.0535,1.7624,2.3858,3.3894,5.5354
197602,2.8502,7.4631,11.5734,17.3978,40.4158,2.0373,4.8943,7.2314,10.0898,17.6479,1.7288,3.642,5.4024,7.7866,13.5778,1.6451,2.8858,3.9337,5.3916,8.7011,1.1134,1.9723,2.5536,3.5509,5.8199
197603,3.2253,8.4575,12.2353,17.7309,41.3975,2.3717,5.5048,7.6495,10.9561,20.6141,1.9389,4.2379,6.1505,8.6311,15.5498,1.6464,3.0475,4.2315,5.56,10.1207,1.2021,2.0692,2.771,3.7487,6.3134
197604,2.8916,7.5425,11.0866,15.6951,35.3414,2.1918,5.4614,7.4285,10.3885,19.4705,1.7172,3.93,5.7165,8.238,15.7463,1.508,2.654,3.8496,5.2307,9.6952,1.1559,2.0534,2.6493,3.6314,6.084
197605,2.5466,6.4524,9.1676,13.0796,31.8694,1.7403,4.4821,6.3562,8.5777,16.2791,1.3915,3.1947,4.659,6.7746,14.3206,1.2824,2.4113,3.4361,4.5289,8.1552,1.0858,1.6684,2.2697,3.05,5.13
197606,1.9848,4.8431,6.8388,10.0027,24.4495,1.3546,3.3869,4.8318,6.7828,13.9183,1.1701,2.6343,3.9154,5.6306,11.2331,1.1413,1.9821,2.8377,3.9109,6.7422,0.9856,1.4639,1.9919,2.578,4.5924
